epochs    train_batch    eval_batch    lr    weight_decay   warmup_steps    dense_layers    train_acc    val_acc    disparity_360   disparity_120   avg_train_coeff    avg_test_coeff

25		30		30	3e-05	0.01		0		0		0.0417	0.0167		0.8772		0.9117		0.2920		0.2434
25		30		30	3e-05	0.01		0		2		0.0542	0.0417		0.7956		0.7620		0.3987		0.4498
25		30		30	3e-05	0.01		0		3		0.2458	0.0917		0.7901		0.7620		0.4252		0.4243
25		30		30	3e-05	0.01		0		4		0.0125	0.0667		0.9356		0.9020		0.2346		0.2844
25		30		30	3e-05	0.01		0		5		0.0750	0.0750		0.8506		0.8278		0.3316		0.3569
25		120		120	3e-05	0.01		0		0		0.2958	0.0833		0.8044		0.8162		0.3676		0.3766
25		120		120	3e-05	0.01		0		2		0.1417	0.0583		0.9136		0.8913		0.2725		0.2923
25		120		120	3e-05	0.01		0		3		0.0333	0.0333		0.8856		0.8958		0.3160		0.3070
25		120		120	3e-05	0.01		0		4		0.1250	0.0750		0.9319		0.8452		0.2400		0.3538
25		120		120	3e-05	0.01		0		5		0.0417	0.0333		0.8634		0.8443		0.3249		0.3544
25		60		60	3e-05	0.01		0		0		0.1500	0.0333		0.9160		0.8955		0.2455		0.2739
25		60		60	3e-05	0.01		0		2		0.1292	0.0583		0.8586		0.8452		0.3331		0.3493
25		60		60	3e-05	0.01		0		3		0.3292	0.1167		0.7787		0.7797		0.4094		0.4100
25		60		60	3e-05	0.01		0		4		0.1833	0.0917		0.8862		0.8775		0.2966		0.3254
25		60		60	3e-05	0.01		0		5		0.0375	0.0250		0.9568		0.9186		0.1909		0.2249
25		60		60	3e-05	0.01		10		0		0.1708	0.0583		0.8934		0.8928		0.3117		0.3112
25		60		60	3e-05	0.01		20		0		0.1625	0.0833		0.8621		0.8793		0.3235		0.2886
25		30		30	1e-05	0.01		0		0		0.0750	0.0750		0.8914		0.8417		0.2952		0.3530
25		30		30	0.0001	0.01		0		0		0.3875	0.1417		0.8776		0.8614		0.3051		0.3374
25		30		30	0.001	0.01		0		0		0.0417	0.0333		0.9448		0.8989		0.1790		0.2395
25		30		30	3e-05	0.05		0		0		0.0500	0.0667		0.8627		0.8433		0.3137		0.3710
25		30		30	0.0001	0.05		0		0		0.4667	0.1417		0.8446		0.8059		0.3236		0.3960
25		30		30	0.001	0.05		0		0		0.0417	0.0250		0.9245		0.9204		0.2507		0.2337
25		120		120	0.001	0.05		0		0		0.0333	0.0500		0.8993		0.8646		0.2623		0.3355
25		60		60	0.001	0.05		0		0		0.0333	0.0333		0.9177		0.9023		0.2486		0.2530
25		30		30	0.01	0.05		0		0		0.0292	0.0333		0.9254		0.9280		0.2039		0.2126

New Model

