20		30		30	3e-05	0.05		0		0		0.8833	0.1917		0.7519		0.7306		0.4794		0.5039
30		30		30	3e-05	0.05		0		0		0.7583	0.1583		0.7329		0.6960		0.4801		0.5045
25		30		30	3e-05	0.05		0		0		0.6583	0.1250		0.7498		0.7106		0.4568		0.5121
25		30		30	3e-05	0.1		0		0		0.9167	0.2500		0.7381		0.6505		0.4546		0.5411
25		30		30	3e-05	0.1		0		2		0.8417	0.1917		0.7220		0.6865		0.4623		0.5124
25		30		30	3e-05	0.1		0		3		0.5458	0.2000		0.7215		0.6752		0.4759		0.5180
25		30		30	3e-05	0.1		0		4		0.7375	0.2167		0.7313		0.6903		0.4844		0.5149
25		30		30	3e-05	0.1		0		5		0.6708	0.1667		0.7066		0.6854		0.4755		0.5078
25		30		30	3e-05	0.15		0		0		0.8042	0.1917		0.7345		0.7304		0.4846		0.4794
25		30		30	3e-05	0.15		0		0		0.8125	0.1833		0.6765		0.6342		0.5221		0.5774
25		30		30	3e-05	0.15		0		0		0.8208	0.1833		0.6822		0.6835		0.5292		0.5240
25		30		30	3e-05	0.15		0		0		0.6542	0.2083		0.7064		0.7131		0.4982		0.5096
25		30		30	3e-05	0.15		0		0		0.8500	0.2833		0.6953		0.7039		0.5072		0.5030
20		30		30	3e-05	0.05		0		0		0.8417	0.2583		0.7249		0.6888		0.5031		0.5290
30		30		30	3e-05	0.05		0		0		0.7417	0.1500		0.7496		0.6685		0.4525		0.5315
25		30		30	3e-05	0.05		0		0		0.7458	0.2250		0.7024		0.6864		0.4917		0.5181
25		30		30	3e-05	0.1		0		0		0.8583	0.1833		0.6771		0.6563		0.5175		0.5419
25		30		30	3e-05	0.1		0		2		0.7875	0.1583		0.6714		0.6514		0.5192		0.5341
25		30		30	3e-05	0.1		0		3		0.7417	0.1583		0.6580		0.6471		0.5432		0.5343
25		30		30	3e-05	0.1		0		4		0.7208	0.1667		0.7191		0.6818		0.4737		0.5166
25		30		30	3e-05	0.1		0		5		0.8333	0.2167		0.7453		0.7598		0.4510		0.4611
20		30		30	3e-05	0.15		0		0		0.7042	0.1750		0.7337		0.7113		0.4787		0.5030
25		30		30	3e-05	0.15		0		0		0.7000	0.2083		0.6957		0.6616		0.5022		0.5422
30		30		30	3e-05	0.15		0		0		0.6958	0.2000		0.6871		0.6498		0.5023		0.5604
20		30		30	3e-05	0.2		0		0		0.8792	0.1667		0.7187		0.6794		0.4749		0.5332
25		30		30	3e-05	0.2		0		0		0.8167	0.2167		0.6810		0.6475		0.5028		0.5353
30		30		30	3e-05	0.2		0		0		0.8958	0.2250		0.6947		0.6906		0.4996		0.5021
